title,release_date,developer,publisher,genre,product_rating,user_score,platform,metascore,source
The Liar Princess and the Blind Prince,2/12/2019,Nippon Ichi Software,NIS America,Action Adventure,Rated E +10 For Everyone +10,7.3,Nintendo Switch,72,dataset3
The Liar Princess and the Blind Prince,2/12/2019,Nippon Ichi Software,NIS America,Action Adventure,Rated E +10 For Everyone +10,7.3,PlayStation 4,69,dataset3
Elements of Destruction,6/18/2008,Frozen Codebase,THQ,Strategy,Rated T For Teen,,Xbox 360,65,dataset3
Elements of Destruction,6/18/2008,Frozen Codebase,THQ,Strategy,Rated T For Teen,,DS,tbd,dataset3
60 Parsecs!,9/18/2018,Robot Gentleman,Robot Gentleman,Adventure,,7.1,PC,68,dataset3
60 Parsecs!,9/18/2018,Robot Gentleman,Robot Gentleman,Adventure,,7.1,Nintendo Switch,tbd,dataset3
60 Parsecs!,9/18/2018,Robot Gentleman,Robot Gentleman,Adventure,,7.1,iOS (iPhone/iPad),tbd,dataset3
60 Parsecs!,9/18/2018,Robot Gentleman,Robot Gentleman,Adventure,,7.1,Xbox One,tbd,dataset3
Kingdom Hearts HD 2.5 ReMIX,12/2/2014,Square Enix,Square Enix,Compilation,Rated E +10 For Everyone +10,8.8,PlayStation 3,81,dataset3
Lethal Skies Elite Pilot: Team SW,5/31/2002,Bit Town,Sammy Studios,Aircraft Combat Sim,Rated E For Everyone,,PlayStation 2,59,dataset3
Session: Skate Sim,9/22/2022,Crea-ture Studios,Nacon,Skating,Rated T For Teen,4.9,PC,73,dataset3
Session: Skate Sim,9/22/2022,Crea-ture Studios,Nacon,Skating,Rated T For Teen,4.9,Xbox Series X,64,dataset3
Session: Skate Sim,9/22/2022,Crea-ture Studios,Nacon,Skating,Rated T For Teen,4.9,PlayStation 5,67,dataset3
Session: Skate Sim,9/22/2022,Crea-ture Studios,Nacon,Skating,Rated T For Teen,4.9,PlayStation 4,tbd,dataset3
Session: Skate Sim,9/22/2022,Crea-ture Studios,Nacon,Skating,Rated T For Teen,4.9,Nintendo Switch,48,dataset3
Call of Duty: Modern Warfare III,11/10/2023,Infinity Ward,Activision,Tactical FPS,Rated M For Mature,2.0,Xbox Series X,61,dataset3
Call of Duty: Modern Warfare III,11/10/2023,Infinity Ward,Activision,Tactical FPS,Rated M For Mature,2.0,PC,57,dataset3
Call of Duty: Modern Warfare III,11/10/2023,Infinity Ward,Activision,Tactical FPS,Rated M For Mature,2.0,PlayStation 5,56,dataset3
Roboto (2011),7/28/2011,Fenix Fire,Fenix Fire,Miscellaneous,,,iOS (iPhone/iPad),70,dataset3
Tropico,4/5/2001,PopTop Software,Gathering,Management,Rated T For Teen,8.2,PC,85,dataset3
Tropico,4/5/2001,PopTop Software,Gathering,Management,Rated T For Teen,8.2,iOS (iPhone/iPad),86,dataset3
Ground Control II: Operation Exodus,6/23/2004,Massive Entertainment,VU Games,Real-Time Tactics,Rated T For Teen,8.3,PC,80,dataset3
GoldenEye 007,8/25/1997,Rare Ltd.,Nintendo,FPS,Rated T For Teen,8.9,Nintendo 64,96,dataset3
GoldenEye 007,8/25/1997,Rare Ltd.,Nintendo,FPS,Rated T For Teen,8.9,Xbox Series X,tbd,dataset3
Star Wars Episode I: Jedi Power Battles,10/4/2000,LucasArts,LucasArts,3D Beat-'Em-Up,Rated T For Teen,7.5,Dreamcast,76,dataset3
WWE Day of Reckoning 2,8/29/2005,Yuke's,THQ,Wrestling,Rated T For Teen,7.9,GameCube,76,dataset3
Solar 2,6/17/2011,Murudai,Murudai,Sandbox,,6.9,PC,72,dataset3
Solar 2,6/17/2011,Murudai,Murudai,Sandbox,,6.9,iOS (iPhone/iPad),tbd,dataset3
No Straight Roads,8/25/2020,Metronomik,Sold Out,Open-World Action,,6.9,PlayStation 4,70,dataset3
No Straight Roads,8/25/2020,Metronomik,Sold Out,Open-World Action,,6.9,PC,73,dataset3
No Straight Roads,8/25/2020,Metronomik,Sold Out,Open-World Action,,6.9,Nintendo Switch,71,dataset3
No Straight Roads,8/25/2020,Metronomik,Sold Out,Open-World Action,,6.9,Xbox One,69,dataset3
Little Inferno,11/18/2012,Tomorrow Corporation,Tomorrow Corporation,Action Puzzle,Rated T For Teen,7.4,PC,68,dataset3
Little Inferno,11/18/2012,Tomorrow Corporation,Tomorrow Corporation,Action Puzzle,Rated T For Teen,7.4,Wii U,79,dataset3
Little Inferno,11/18/2012,Tomorrow Corporation,Tomorrow Corporation,Action Puzzle,Rated T For Teen,7.4,iOS (iPhone/iPad),82,dataset3
Little Inferno,11/18/2012,Tomorrow Corporation,Tomorrow Corporation,Action Puzzle,Rated T For Teen,7.4,Nintendo Switch,71,dataset3
The Suffering: Ties That Bind,9/26/2005,Surreal Software,Midway,Survival,Rated M For Mature,8.1,Xbox,76,dataset3
The Suffering: Ties That Bind,9/26/2005,Surreal Software,Midway,Survival,Rated M For Mature,8.1,PlayStation 2,75,dataset3
The Suffering: Ties That Bind,9/26/2005,Surreal Software,Midway,Survival,Rated M For Mature,8.1,PC,73,dataset3
Banjo-Kazooie: Grunty's Revenge,9/10/2003,Rare Ltd.,THQ,3D Platformer,Rated E For Everyone,7.5,Game Boy Advance,72,dataset3
Tunnel Rats: 1968,5/15/2009,Replay Studios,Boll AG,FPS,,2.1,PC,30,dataset3
Pokemon Ultra Moon,11/17/2017,Game Freak,Nintendo,Trainer RPG,Rated E For Everyone,7.6,3DS,84,dataset3
Painkiller: Overdose,10/26/2007,Mindware Studios,DreamCatcher Interactive,FPS,Rated M For Mature,6.4,PC,65,dataset3
Trauma,,Krystian Majewski,Headup Games,Adventure,,,iOS (iPhone/iPad),tbd,dataset3
Trauma,,Krystian Majewski,Headup Games,Adventure,,,PC,62,dataset3
Separation,3/4/2020,Recluse Industries,Recluse Industries,First-Person Adventure,Rated E For Everyone,5.1,PlayStation 4,59,dataset3
Disney Dreamlight Valley,12/5/2023,Gameloft,Gameloft,Virtual Life,,5.5,PlayStation 5,tbd,dataset3
Disney Dreamlight Valley,12/5/2023,Gameloft,Gameloft,Virtual Life,,5.5,PC,tbd,dataset3
Disney Dreamlight Valley,12/5/2023,Gameloft,Gameloft,Virtual Life,,5.5,Xbox Series X,tbd,dataset3
Disney Dreamlight Valley,12/5/2023,Gameloft,Gameloft,Virtual Life,,5.5,Nintendo Switch,tbd,dataset3
Disney Dreamlight Valley,12/5/2023,Gameloft,Gameloft,Virtual Life,,5.5,iOS (iPhone/iPad),tbd,dataset3
RayStorm,,Taito Corporation,Working Designs,Vertical Shoot-'Em-Up,,,PlayStation,79,dataset3
RayStorm,,Taito Corporation,Working Designs,Vertical Shoot-'Em-Up,,,iOS (iPhone/iPad),77,dataset3
Adventure Island: The Beginning,5/25/2009,Hudson,Hudson Entertainment,2D Platformer,Rated E For Everyone,,Wii,60,dataset3
Valkyria Chronicles,11/4/2008,Sega,Sega,Turn-Based Tactics,Rated T For Teen,8.7,PlayStation 3,86,dataset3
Valkyria Chronicles,11/4/2008,Sega,Sega,Turn-Based Tactics,Rated T For Teen,8.7,PC,85,dataset3
Valkyria Chronicles,11/4/2008,Sega,Sega,Turn-Based Tactics,Rated T For Teen,8.7,Nintendo Switch,84,dataset3
Steredenn,4/1/2016,Pixelnest Studio,Plug In Digital,Horizontal Shoot-'Em-Up,Rated E +10 For Everyone +10,6.5,PC,tbd,dataset3
Steredenn,4/1/2016,Pixelnest Studio,Plug In Digital,Horizontal Shoot-'Em-Up,Rated E +10 For Everyone +10,6.5,Xbox One,79,dataset3
Steredenn,4/1/2016,Pixelnest Studio,Plug In Digital,Horizontal Shoot-'Em-Up,Rated E +10 For Everyone +10,6.5,PlayStation 4,tbd,dataset3
Steredenn,4/1/2016,Pixelnest Studio,Plug In Digital,Horizontal Shoot-'Em-Up,Rated E +10 For Everyone +10,6.5,iOS (iPhone/iPad),tbd,dataset3
The King of Fighters XV,2/14/2022,SNK Corporation,Prime Matter,2D Fighting,Rated T For Teen,7.5,PlayStation 4,80,dataset3
The King of Fighters XV,2/14/2022,SNK Corporation,Prime Matter,2D Fighting,Rated T For Teen,7.5,PlayStation 5,79,dataset3
The King of Fighters XV,2/14/2022,SNK Corporation,Prime Matter,2D Fighting,Rated T For Teen,7.5,PC,85,dataset3
The King of Fighters XV,2/14/2022,SNK Corporation,Prime Matter,2D Fighting,Rated T For Teen,7.5,Xbox Series X,79,dataset3
Mega Man Legacy Collection + Mega Man Legacy Collection 2,5/22/2018,Digital Eclipse,Capcom,Compilation,Rated E +10 For Everyone +10,6.5,Nintendo Switch,79,dataset3
Megaquarium,9/13/2018,Twice Circled,Twice Circled,Tycoon,,7.8,PC,69,dataset3
Megaquarium,9/13/2018,Twice Circled,Twice Circled,Tycoon,,7.8,Nintendo Switch,70,dataset3
Megaquarium,9/13/2018,Twice Circled,Twice Circled,Tycoon,,7.8,PlayStation 4,78,dataset3
Megaquarium,9/13/2018,Twice Circled,Twice Circled,Tycoon,,7.8,Xbox One,tbd,dataset3
Sam & Max Episode 101: Culture Shock,10/18/2006,Telltale Games,GameTap,Point-and-Click,Rated T For Teen,6.9,PC,81,dataset3
The Sims 4: Get Famous,11/16/2018,Electronic Arts,Electronic Arts,Virtual Life,Rated T For Teen,5.7,PC,77,dataset3
The Sims 4: Get Famous,11/16/2018,Electronic Arts,Electronic Arts,Virtual Life,Rated T For Teen,5.7,Xbox One,tbd,dataset3
Karaoke Revolution (2003),10/24/2003,Harmonix Music Systems,Konami,Rhythm,Rated E For Everyone,4.0,PlayStation 2,83,dataset3
SG/ZH: School Girl Zombie Hunter,11/17/2017,Tamsoft,Aksys Games,Third Person Shooter,Rated M For Mature,6.1,PlayStation 4,59,dataset3
Call of Duty: WWII - The Resistance,1/30/2018,Sledgehammer Games,Activision,FPS,Rated M For Mature,2.7,PlayStation 4,71,dataset3
Legend of the North: Konung,12/31/2000,1C Entertainment,Strategy First,RPG,Rated T For Teen,6.5,PC,48,dataset3
Nioh: Bloodshed's End,9/26/2017,Team Ninja,Sony Interactive Entertainment,Action RPG,Rated M For Mature,8.0,PlayStation 4,85,dataset3
Twin Breaker: A Sacred Symbols Adventure,3/24/2020,Lillymo Games,Lillymo Games,Arcade,Rated E For Everyone,7.9,PlayStation 4,69,dataset3
Twin Breaker: A Sacred Symbols Adventure,3/24/2020,Lillymo Games,Lillymo Games,Arcade,Rated E For Everyone,7.9,PlayStation Vita,tbd,dataset3
Twin Breaker: A Sacred Symbols Adventure,3/24/2020,Lillymo Games,Lillymo Games,Arcade,Rated E For Everyone,7.9,Xbox One,tbd,dataset3
Dead Rising: Chop Till You Drop,2/24/2009,TOSE,Capcom,Open-World Action,Rated M For Mature,6.0,Wii,61,dataset3
Once Upon a Jester...,11/9/2022,Bonte Avond,Crunching Koalas,Adventure,,7.2,PC,85,dataset3
Once Upon a Jester...,11/9/2022,Bonte Avond,Crunching Koalas,Adventure,,7.2,Nintendo Switch,78,dataset3
Intruders: Hide and Seek,2/13/2019,Tessera Studios,Daedalic Entertainment,Action Adventure,Rated M For Mature,6.7,PlayStation 4,62,dataset3
Intruders: Hide and Seek,2/13/2019,Tessera Studios,Daedalic Entertainment,Action Adventure,Rated M For Mature,6.7,PC,tbd,dataset3
Intruders: Hide and Seek,2/13/2019,Tessera Studios,Daedalic Entertainment,Action Adventure,Rated M For Mature,6.7,Nintendo Switch,tbd,dataset3
Intruders: Hide and Seek,2/13/2019,Tessera Studios,Daedalic Entertainment,Action Adventure,Rated M For Mature,6.7,Xbox One,tbd,dataset3
Fast & Furious 6: The Game,5/15/2013,Kabam,Kabam,Auto Racing Sim,,,iOS (iPhone/iPad),56,dataset3
Boomerang X,7/8/2021,DANG!,DANG!,FPS,,6.5,PC,81,dataset3
Boomerang X,7/8/2021,DANG!,DANG!,FPS,,6.5,Nintendo Switch,80,dataset3
Velocity 2X,9/2/2014,FuturLab,FuturLab,Top-Down Shoot-'Em-Up,Rated E +10 For Everyone +10,6.9,PlayStation Vita,90,dataset3
Velocity 2X,9/2/2014,FuturLab,FuturLab,Top-Down Shoot-'Em-Up,Rated E +10 For Everyone +10,6.9,PlayStation 4,86,dataset3
Velocity 2X,9/2/2014,FuturLab,FuturLab,Top-Down Shoot-'Em-Up,Rated E +10 For Everyone +10,6.9,Xbox One,84,dataset3
Velocity 2X,9/2/2014,FuturLab,FuturLab,Top-Down Shoot-'Em-Up,Rated E +10 For Everyone +10,6.9,Nintendo Switch,87,dataset3
Star Wars Galactic Battlegrounds,11/11/2001,LucasArts,LucasArts,Real-Time Strategy,Rated T For Teen,7.8,PC,75,dataset3
The Padre,4/18/2019,Shotgun with Glitters,Feardemic,Adventure,,,PC,tbd,dataset3
The Padre,4/18/2019,Shotgun with Glitters,Feardemic,Adventure,,,Xbox One,tbd,dataset3
The Padre,4/18/2019,Shotgun with Glitters,Feardemic,Adventure,,,PlayStation 4,tbd,dataset3
The Padre,4/18/2019,Shotgun with Glitters,Feardemic,Adventure,,,Nintendo Switch,54,dataset3
Soldner-X: Himmelssturmer,12/4/2008,SideQuest Studios,EastAsiaSoft,Vertical Shoot-'Em-Up,Rated E For Everyone,5.7,PC,tbd,dataset3
Soldner-X: Himmelssturmer,12/4/2008,SideQuest Studios,EastAsiaSoft,Vertical Shoot-'Em-Up,Rated E For Everyone,5.7,PlayStation 3,63,dataset3
Dungeon Keeper (2014),1/29/2014,Bullfrog Productions,Electronic Arts,Real-Time Strategy,,0.4,iOS (iPhone/iPad),42,dataset3
Control: AWE,8/27/2020,Remedy Entertainment,Epic Games,Action Adventure,Rated M For Mature,7.3,PlayStation 4,76,dataset3
Control: AWE,8/27/2020,Remedy Entertainment,Epic Games,Action Adventure,Rated M For Mature,7.3,Xbox One,69,dataset3
Control: AWE,8/27/2020,Remedy Entertainment,Epic Games,Action Adventure,Rated M For Mature,7.3,PC,73,dataset3
Reigns: Her Majesty,12/6/2017,Nerial,Devolver Digital,Simulation,,7.1,PC,81,dataset3
Reigns: Her Majesty,12/6/2017,Nerial,Devolver Digital,Simulation,,7.1,iOS (iPhone/iPad),81,dataset3
Gunner Z,10/2/2013,"BitMonster, Inc.","BitMonster, Inc.",Action,,,iOS (iPhone/iPad),59,dataset3
Them's Fightin' Herds,10/18/2022,"Mane6, Inc.",Modus Games,2D Fighting,Rated E +10 For Everyone +10,,PC,tbd,dataset3
Them's Fightin' Herds,10/18/2022,"Mane6, Inc.",Modus Games,2D Fighting,Rated E +10 For Everyone +10,,Nintendo Switch,tbd,dataset3
Them's Fightin' Herds,10/18/2022,"Mane6, Inc.",Modus Games,2D Fighting,Rated E +10 For Everyone +10,,Xbox Series X,80,dataset3
Them's Fightin' Herds,10/18/2022,"Mane6, Inc.",Modus Games,2D Fighting,Rated E +10 For Everyone +10,,Xbox One,tbd,dataset3
Them's Fightin' Herds,10/18/2022,"Mane6, Inc.",Modus Games,2D Fighting,Rated E +10 For Everyone +10,,PlayStation 5,83,dataset3
Galactic Civilizations II: Dark Avatar,2/14/2007,Stardock,Stardock,4X Strategy,,7.7,PC,91,dataset3
Storm: Frontline Nation,6/10/2011,SimBin,Just A Game,Turn-Based Strategy,,8.0,PC,60,dataset3
Source of Madness,5/11/2022,Carry Castle,Thunderful,Action Adventure,,6.3,PC,67,dataset3
Source of Madness,5/11/2022,Carry Castle,Thunderful,Action Adventure,,6.3,Nintendo Switch,tbd,dataset3
Source of Madness,5/11/2022,Carry Castle,Thunderful,Action Adventure,,6.3,Xbox Series X,tbd,dataset3
Source of Madness,5/11/2022,Carry Castle,Thunderful,Action Adventure,,6.3,Xbox One,tbd,dataset3
Conquest: Frontier Wars,8/14/2001,Fever Pitch Studios,Ubisoft,Strategy,Rated T For Teen,7.7,PC,80,dataset3
"Bury me, my Love",1/10/2019,Plug In Digital,Plug In Digital,Visual Novel,Rated E +10 For Everyone +10,4.9,PC,80,dataset3
"Bury me, my Love",1/10/2019,Plug In Digital,Plug In Digital,Visual Novel,Rated E +10 For Everyone +10,4.9,Nintendo Switch,73,dataset3
Left 4 Dead 2: The Passing,4/22/2010,Valve Software,Electronic Arts,Tactical FPS,Rated M For Mature,8.1,PC,75,dataset3
Left 4 Dead 2: The Passing,4/22/2010,Valve Software,Electronic Arts,Tactical FPS,Rated M For Mature,8.1,Xbox 360,74,dataset3
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,6/23/2020,Purple Lamp Studios,THQ Nordic,3D Platformer,Rated E +10 For Everyone +10,8.8,PlayStation 4,68,dataset3
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,6/23/2020,Purple Lamp Studios,THQ Nordic,3D Platformer,Rated E +10 For Everyone +10,8.8,Xbox One,71,dataset3
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,6/23/2020,Purple Lamp Studios,THQ Nordic,3D Platformer,Rated E +10 For Everyone +10,8.8,PC,69,dataset3
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,6/23/2020,Purple Lamp Studios,THQ Nordic,3D Platformer,Rated E +10 For Everyone +10,8.8,Nintendo Switch,66,dataset3
Rolando 2: Quest for the Golden Orchid,7/1/2009,HandCircus,ngmoco,3D Platformer,Rated E For Everyone,7.3,iOS (iPhone/iPad),90,dataset3
Seven Samurai 20XX,3/12/2004,Dimps Corporation,Sammy Studios,3D Beat-'Em-Up,Rated T For Teen,7.0,PlayStation 2,52,dataset3
Drone Tactics,5/12/2008,Success,Atlus,Turn-Based Strategy,Rated E +10 For Everyone +10,,DS,74,dataset3
Rainbow Islands: Towering Adventure!,6/15/2009,Taito Corporation,Square Enix,Action,Rated E For Everyone,,Wii,53,dataset3
Rainbow Islands: Towering Adventure!,6/15/2009,Taito Corporation,Square Enix,Action,Rated E For Everyone,,Xbox 360,62,dataset3
Gorky Zero: Beyond Honor,,Metropolis Software,JoWooD Entertainment AG,Tactical Third Person Shooter,,,PC,43,dataset3
Lords of the Fallen (2014),10/28/2014,Deck 13,City Interactive,Action RPG,Rated M For Mature,6.3,PlayStation 4,68,dataset3
Lords of the Fallen (2014),10/28/2014,Deck 13,City Interactive,Action RPG,Rated M For Mature,6.3,Xbox One,71,dataset3
Lords of the Fallen (2014),10/28/2014,Deck 13,City Interactive,Action RPG,Rated M For Mature,6.3,iOS (iPhone/iPad),56,dataset3
Lords of the Fallen (2014),10/28/2014,Deck 13,City Interactive,Action RPG,Rated M For Mature,6.3,PC,73,dataset3
Malicious,7/24/2012,Alvion,SCEA,Action,Rated T For Teen,5.7,PlayStation 3,67,dataset3
Tower 57,11/16/2017,Pixwerk,11 bit studios,Top-Down Shoot-'Em-Up,,6.5,PC,72,dataset3
Darksiders,1/5/2010,Vigil Games,THQ,Open-World Action,Rated M For Mature,8.1,Xbox 360,83,dataset3
Darksiders,1/5/2010,Vigil Games,THQ,Open-World Action,Rated M For Mature,8.1,PlayStation 3,82,dataset3
Darksiders,1/5/2010,Vigil Games,THQ,Open-World Action,Rated M For Mature,8.1,PC,83,dataset3
Brutal Legend,10/13/2009,Double Fine Productions,EA Games,Open-World Action,Rated M For Mature,7.7,PlayStation 3,83,dataset3
Brutal Legend,10/13/2009,Double Fine Productions,EA Games,Open-World Action,Rated M For Mature,7.7,PC,80,dataset3
Brutal Legend,10/13/2009,Double Fine Productions,EA Games,Open-World Action,Rated M For Mature,7.7,Xbox 360,82,dataset3
The Banner Saga 3,7/26/2018,Stoic,Versus Evil,Turn-Based Tactics,Rated T For Teen,8.0,PC,82,dataset3
The Banner Saga 3,7/26/2018,Stoic,Versus Evil,Turn-Based Tactics,Rated T For Teen,8.0,Nintendo Switch,83,dataset3
The Banner Saga 3,7/26/2018,Stoic,Versus Evil,Turn-Based Tactics,Rated T For Teen,8.0,PlayStation 4,80,dataset3
The Banner Saga 3,7/26/2018,Stoic,Versus Evil,Turn-Based Tactics,Rated T For Teen,8.0,Xbox One,88,dataset3
Ms. 'Splosion Man,7/13/2011,Twisted Pixel Games,Twisted Pixel Games,2D Platformer,Rated T For Teen,6.9,Xbox 360,83,dataset3
Ms. 'Splosion Man,7/13/2011,Twisted Pixel Games,Twisted Pixel Games,2D Platformer,Rated T For Teen,6.9,Nintendo Switch,tbd,dataset3
Ms. 'Splosion Man,7/13/2011,Twisted Pixel Games,Twisted Pixel Games,2D Platformer,Rated T For Teen,6.9,iOS (iPhone/iPad),76,dataset3
Nerve,2/16/2021,Gunfish Games,Gunfish Games,Arcade,,,PC,67,dataset3
Viking: Battle for Asgard,3/25/2008,Creative Assembly,Sega,Action Adventure,Rated M For Mature,7.6,PlayStation 3,65,dataset3
Viking: Battle for Asgard,3/25/2008,Creative Assembly,Sega,Action Adventure,Rated M For Mature,7.6,PC,65,dataset3
Viking: Battle for Asgard,3/25/2008,Creative Assembly,Sega,Action Adventure,Rated M For Mature,7.6,Xbox 360,68,dataset3
Valkyria Chronicles 4,9/25/2018,Sega,Sega,Turn-Based Tactics,Rated T For Teen,8.1,PlayStation 4,85,dataset3
Valkyria Chronicles 4,9/25/2018,Sega,Sega,Turn-Based Tactics,Rated T For Teen,8.1,Xbox One,81,dataset3
Valkyria Chronicles 4,9/25/2018,Sega,Sega,Turn-Based Tactics,Rated T For Teen,8.1,Nintendo Switch,82,dataset3
Valkyria Chronicles 4,9/25/2018,Sega,Sega,Turn-Based Tactics,Rated T For Teen,8.1,PC,83,dataset3
Catapult King (2012),6/7/2012,Chillingo,Chillingo,Action,,,iOS (iPhone/iPad),75,dataset3
Kinect Sports: Season Two,10/25/2011,BigPark,Microsoft Game Studios,Sports,Rated E For Everyone,7.0,Xbox 360,66,dataset3
Time Crisis: Crisis Zone,10/19/2004,TOSE,Namco,Light Gun,Rated T For Teen,7.8,PlayStation 2,66,dataset3
Forza Motorsport 7,9/29/2017,Turn 10,Microsoft Game Studios,Auto Racing Sim,Rated E For Everyone,6.5,Xbox One,86,dataset3
Forza Motorsport 7,9/29/2017,Turn 10,Microsoft Game Studios,Auto Racing Sim,Rated E For Everyone,6.5,PC,82,dataset3
NCAA Football 2004,7/16/2003,EA Sports,EA Sports,Football Sim,Rated E For Everyone,5.5,PlayStation 2,94,dataset3
NCAA Football 2004,7/16/2003,EA Sports,EA Sports,Football Sim,Rated E For Everyone,5.5,Xbox,88,dataset3
NCAA Football 2004,7/16/2003,EA Sports,EA Sports,Football Sim,Rated E For Everyone,5.5,GameCube,89,dataset3
NCAA Basketball 10,11/16/2009,EA Canada,EA Sports,Basketball Sim,Rated E For Everyone,,PlayStation 3,75,dataset3
NCAA Basketball 10,11/16/2009,EA Canada,EA Sports,Basketball Sim,Rated E For Everyone,,Xbox 360,75,dataset3
Mario Superstar Baseball,8/29/2005,Namco,Nintendo,Baseball,Rated E For Everyone,8.3,GameCube,76,dataset3
Blade Strangers,8/28/2018,Studio Saizensen,Nicalis,2D Fighting,Rated T For Teen,7.9,PlayStation 4,75,dataset3
Blade Strangers,8/28/2018,Studio Saizensen,Nicalis,2D Fighting,Rated T For Teen,7.9,Nintendo Switch,75,dataset3
Everything,3/21/2017,David OReilly,David OReilly,Adventure,Rated E For Everyone,7.1,PlayStation 4,80,dataset3
Everything,3/21/2017,David OReilly,David OReilly,Adventure,Rated E For Everyone,7.1,PC,78,dataset3
Everything,3/21/2017,David OReilly,David OReilly,Adventure,Rated E For Everyone,7.1,Nintendo Switch,71,dataset3
TouchMaster 3,10/23/2009,Hijinx Studios,Warner Bros. Interactive Entertainment,Puzzle,Rated E For Everyone,,DS,68,dataset3
Demon's Crystals,5/12/2017,Badland Games,Badland Games,Top-Down Shoot-'Em-Up,Rated T For Teen,6.8,PC,tbd,dataset3
Demon's Crystals,5/12/2017,Badland Games,Badland Games,Top-Down Shoot-'Em-Up,Rated T For Teen,6.8,Xbox One,70,dataset3
Demon's Crystals,5/12/2017,Badland Games,Badland Games,Top-Down Shoot-'Em-Up,Rated T For Teen,6.8,PlayStation 4,61,dataset3
Demon's Crystals,5/12/2017,Badland Games,Badland Games,Top-Down Shoot-'Em-Up,Rated T For Teen,6.8,Nintendo Switch,tbd,dataset3
Grand Theft Auto IV: The Lost and Damned,2/17/2009,Rockstar North,Rockstar Games,Open-World Action,Rated M For Mature,8.0,Xbox 360,90,dataset3
Grand Theft Auto IV: The Lost and Damned,2/17/2009,Rockstar North,Rockstar Games,Open-World Action,Rated M For Mature,8.0,PlayStation 3,88,dataset3
Grand Theft Auto IV: The Lost and Damned,2/17/2009,Rockstar North,Rockstar Games,Open-World Action,Rated M For Mature,8.0,PC,tbd,dataset3
Space Rangers 2: Rise of the Dominators,3/27/2006,Elemental Games,Cinemaware,RPG,Rated T For Teen,8.8,PC,84,dataset3
